escalation_level,age,tenure_months,loyalty_status,segment,region,industry,channel,issue_category,issue_subtype,product_line,device_type,time_of_day_bucket,wait_time_seconds,previous_interactions_30d,resolution_time_minutes,agent_experience_years,first_contact_resolution,number_of_transfers,SLA_breaches_last_6m,lifetime_tickets,average_response_delay,sentiment_score,monthly_fee,subscription_value_str,churn_risk_band,priority_flag,behaviour_score_1,behaviour_score_2,behaviour_score_3,behaviour_score_4,behaviour_score_5,ops_telemetry_kpi_1,ops_telemetry_kpi_2,ops_telemetry_kpi_3,ops_telemetry_kpi_4,ops_telemetry_kpi_5,post_interaction_quality_score,risk_indicator,service_pressure_score,customer_engagement_score
No escalation,25.0,47,Bronze,Retail,South East,Finance,Phone,Technical,Password reset,Basic,Call-Centre,Morning,122,0,68,5.7,Yes,0,2,13,2.04,1.085558896,55.35,381.3,Medium,No,42.8,50.5,64.3,70.3,67.7,1.0632,0.7985,-0.448,-0.5504,-0.4877,0.155532949,5.263843009404076,6.3443354597708295,1.353374333294405
Serious escalation,25.0,0,Bronze,Enterprise,South East,Education,Phone,Technical,Slow internet,Standard,Mobile,Evening,252,1,37,4.0,Yes,1,1,19,3.12,0.854912945,25.1,408.4,Low,No,73.0,53.2,49.3,82.6,12.3,-0.0285,-0.1628,-1.9189,1.0297,0.4492,6.413077367,21.89631193135183,17.714586465439453,11.48729799787319
No escalation,39.0,22,Bronze,Retail,Scotland,Finance,Phone,Returns,Invoice error,Standard,Mobile,Morning,209,1,57,5.4,Yes,0,0,8,2.34,1.331592987,43.14,555.77,Low,No,69.0,19.6,50.7,67.1,46.4,-0.3115,1.7836,-0.3462,-0.087,1.0919,0.466048725,0.0,7.8837125384274955,0.0
Minor escalation,59.0,2,Bronze,Business,South East,Education,Phone,Returns,Outage,Premium,Desktop,Afternoon,212,3,38,0.0,Yes,1,0,23,2.93,-0.563010173,35.38,526.11,Low,No,53.9,39.8,38.9,39.1,61.5,-0.0332,1.0305,-0.1092,0.1717,0.8757,3.135110886,19.574652085351367,11.811021681558898,12.861591779060563
No escalation,38.0,17,Bronze,Student,South East,Hospitality,Phone,Technical,Locked account,Standard,Desktop,Morning,221,2,52,2.7,Yes,1,0,44,1.67,0.884123365,42.93,481.42,Low,No,42.4,48.3,37.4,81.3,62.6,-0.1821,0.8734,-0.2624,0.0991,0.0128,-0.013942898,0.0,9.292517251893912,8.615048072715705
Minor escalation,42.0,50,Gold,Retail,South East,Finance,Phone,Account,Outage,Standard,Desktop,Afternoon,307,1,78,3.0,No,0,0,13,2.97,-0.858321046,37.26,321.57,Low,No,52.0,55.0,71.9,38.1,20.1,-1.8444,-0.1937,2.4782,0.9443,0.4262,3.747304204,16.914226968988846,16.51765206309701,6.345453729283427
No escalation,24.0,43,Bronze,Retail,Wales,Healthcare,Email,Billing,Payment failed,Basic,Web,Morning,397,0,70,1.2,Yes,0,0,10,4.57,1.188070873,37.14,371.58,Low,No,53.0,64.9,58.7,36.4,38.4,-0.1943,1.4857,0.4937,-1.1022,1.2561,-0.505694647,2.5850040502484344,14.320434915468311,2.1835659437319377
No escalation,56.0,73,Gold,Retail,South East,Finance,Phone,Technical,Password reset,Standard,Desktop,Morning,181,0,21,0.0,No,0,0,11,2.77,0.749590246,15.92,395.45,Low,Yes,58.6,43.3,62.3,56.0,55.7,1.1826,-1.2699,0.7185,-1.8955,-1.2408,-0.051903373,0.4327034995935397,7.257890998519931,3.2526238695631897
Minor escalation,31.0,20,Platinum,Enterprise,Notrh West,Education,Phone,Technical,Payment failed,Standard,Call-Centre,Evening,160,3,1,5.9,No,1,0,11,3.22,-0.91362646,41.04,230.01,Low,Yes,25.0,63.8,41.4,61.9,69.6,-1.2445,0.6783,0.0516,-0.9709,-0.9563,2.602734902,12.388602088780347,6.703666249676656,9.101760063511824
Minor escalation,46.0,54,Bronze,Retail,Midlands,Tech,In-app,Billing,Slow internet,Standard,Desktop,Afternoon,274,0,52,2.7,No,3,0,6,2.99,-1.55381889,44.2,699.35,Medium,No,45.8,74.0,17.5,37.5,61.3,-1.3299,-0.6823,-0.2913,-0.7857,0.2783,2.729106586,19.659272519848933,19.548073260035505,6.841263444603392
No escalation,69.0,38,Bronze,Retail,Scotland,Finance,Phone,Billing,Locked account,Standard,Call-Centre,Afternoon,75,2,72,0.4,Yes,2,0,6,1.09,1.133764808,36.13,474.86,Low,No,36.7,32.0,72.3,18.3,49.5,-0.5935,0.4905,-0.8078,0.3361,-0.8029,-1.209908853,1.3143873965686845,9.177004646213017,2.3999725122058457
No escalation,31.0,0,Gold,Retail,London,Healthcare,Email,Orders,Wrong item,Basic,Desktop,Evening,0,1,27,0.2,Yes,1,0,23,2.07,0.319242743,34.08,661.42,Low,No,98.5,60.4,68.7,23.5,56.6,-0.6156,0.535,-0.4385,-1.4591,-0.0919,-1.322578845,3.9028219640160557,3.923404928348727,6.359941706479773
No escalation,43.0,33,Silver,Business,Scotland,Finance,Phone,Other,Other,Standard,Desktop,Afternoon,305,0,66,2.1,Yes,0,0,16,1.85,-0.21674121,28.42,545.43,Low,No,57.2,37.4,66.0,40.1,46.7,0.6958,1.251,0.278,-0.5412,1.9697,-0.563872006,,8.50133309827539,5.591151012151258
Minor escalation,42.0,9,Bronze,Business,North West,Hospitality,In-app,Orders,Password reset,Standard,Mobile,Night,212,1,32,,Yes,0,0,21,2.83,0.60335789,76.58,757.54,High,No,41.0,56.9,62.7,57.2,65.1,-0.468,-0.4564,0.1828,-0.1662,0.9694,2.356537829,22.38565706099004,11.776137965220805,7.4786319303088025
No escalation,24.0,19,Silver,Retail,North West,Retail,Phone,Account,Locked account,Standard,Mobile,Evening,196,0,66,6.6,Yes,0,0,14,0.0,1.161504098,41.56,839.93,Low,No,36.4,74.7,57.0,14.7,29.8,0.0559,1.5963,-1.3786,0.8764,-0.5098,0.059614728,1.044158841929754,4.981265577072126,0.0
No escalation,36.0,9,Bronze,Retail,Midlands,Finance,Chat,Returns,Outage,Basic,Mobile,Evening,0,0,39,1.6,Yes,0,0,12,3.5,-1.33713132,34.1,498.58,Medium,No,37.4,46.0,26.4,37.6,41.7,1.5227,0.6861,0.0252,-0.8575,0.0415,0.019702897,0.9442924139735002,0.0,3.8068496763391884
No escalation,56.0,14,Bronze,Retail,Wales,Tech,Chat,Billing,Password reset,Standard,Mobile,Afternoon,128,0,17,4.4,Yes,0,1,3,3.33,0.71089352,35.11,338.83,Low,No,48.4,45.2,53.1,33.2,69.7,1.0307,-0.3527,0.2407,2.2507,0.5328,-0.602533732,2.668591879962413,8.830317999017975,0.0
Minor escalation,18.0,10,Bronze,Retail,Scotland,Tech,Email,Account,Refund status,Basic,Web,Afternoon,168,2,67,1.0,Yes,0,1,27,2.11,0.12105477,20.37,796.86,Low,No,43.9,41.8,30.6,61.8,38.2,-0.3759,-0.4721,-0.3591,-0.2111,0.2237,2.827754383,13.786274093591153,12.30149297538702,11.025003993874517
Minor escalation,47.0,50,Gold,Retail,Midlands,Finance,Chat,Returns,Invoice error,Basic,Desktop,Evening,200,2,2,7.6,Yes,3,1,16,0.64,0.993810258,31.5,,Low,No,48.1,60.8,65.0,43.8,78.5,-0.451,-0.9722,0.915,0.0068,-0.8359,2.723779945,16.195604285371,10.921241653617761,2.2655340306889205
No escalation,32.0,48,Silver,Retail,Midlands,Hospitality,Chat,Other,Payment failed,Standard,Mobile,Evening,77,0,43,4.6,No,1,0,5,1.5,-0.898694286,57.51,587.97,Low,No,47.2,58.4,46.7,29.5,54.7,-0.0958,-0.431,1.1188,-0.1616,-0.1525,0.221013248,2.0224141180546695,1.8864734755111172,2.4745730041880556
No escalation,50.0,9,Bronze,Business,North West,Finance,Email,Technical,Outage,Standard,Call-Centre,Morning,255,1,59,4.1,Yes,0,0,6,1.27,,29.79,389.42,High,No,45.6,35.7,53.8,80.8,23.2,-1.3164,-0.2329,0.3069,-1.3527,-1.3296,-0.07797811,4.388611732589321,6.513888863656344,
No escalation,41.0,70,Bronze,Other,Scotland,Healthcare,Phone,Billing,Locked account,Premium,Mobile,Night,142,0,46,0.8,Yes,0,0,10,1.65,0.137395982,20.67,,Medium,Yes,38.2,41.0,77.1,75.2,47.6,-1.298,1.1506,0.2544,0.0938,-0.3939,-0.873743109,5.588832583633055,7.555443731535716,3.6326143613227586
No escalation,37.0,4,Bronze,Business,Scotland,Hospitality,Phone,Technical,Other,Standard,Web,Evening,359,0,11,4.7,Yes,0,0,34,2.73,0.921082983,40.67,522.95,Low,No,56.7,51.8,39.9,67.0,37.2,-0.6016,0.3056,-0.1216,-0.4786,-1.7031,-0.757666325,11.364573819815881,11.032507191390787,4.214988323481653
Serious escalation,47.0,18,Silver,Other,South East,Retail,Phone,Account,Outage,Premium,Call-Centre,Morning,293,2,29,3.3,No,2,0,21,1.59,-0.213177308,16.9,406.85,Low,No,16.3,17.0,65.2,64.7,80.3,0.0937,1.2897,-0.5908,2.5821,0.2843,6.037710482,38.75855371896243,21.04454858466169,8.267686776185482
No escalation,46.0,50,Bronze,Retail,South East,Tech,Chat,Other,Wrong item,Standard,Web,Afternoon,195,0,17,3.6,Yes,0,0,10,3.87,-0.998388002,5.0,98.84,Medium,No,55.5,46.6,76.6,33.0,63.4,-0.6701,0.9913,-0.0065,0.4257,-0.0961,-0.373582893,6.3913789582187635,4.045206427980789,1.374924596086689
Minor escalation,18.0,51,Platinum,Business,London,Education,Email,Billing,Other,Basic,Mobile,Afternoon,120,0,40,1.0,Yes,2,0,16,2.95,-0.640684804,24.13,512.67,Medium,No,41.1,56.1,33.3,52.0,62.4,-0.2958,0.0524,-0.7256,-0.056,0.4446,1.916606065,9.13056207975469,11.531967510177799,8.569682809359808
No escalation,30.0,17,Silver,Retail,North West,Tech,Phone,Billing,Outage,Standard,Mobile,Evening,93,1,41,5.6,Yes,0,1,5,3.47,1.355028556,52.37,338.47,Low,No,47.0,47.4,37.0,48.8,48.3,-0.765,1.6783,-1.4397,-0.202,0.2325,-0.890515605,3.7075063553657905,5.648124250203377,0.580745794162792
Serious escalation,47.0,0,Silver,Business,Midlands,Finance,Chat,Technical,Delayed delivery,Premium,Mobile,Morning,297,1,37,6.3,Yes,1,0,41,0.72,0.563646399,42.1,605.1,Medium,No,33.4,45.3,49.6,44.8,50.0,-1.8157,-1.6813,-0.0939,-0.9785,1.7375,6.213732558,33.32812780394332,20.89113280111809,13.365861513042317
Serious escalation,45.0,95,Bronze,Retail,Midlands,Healthcare,Chat,Technical,Other,Basic,Mobile,Evening,140,2,29,2.7,Yes,0,1,10,1.67,0.372969761,49.59,503.48,Low,No,55.6,58.8,39.6,56.6,12.7,-1.6132,0.7344,2.1233,-1.155,0.8269,6.459313295,29.99879418131206,14.645687791329951,10.783475997886054
Legal escalation,45.0,46,Bronze,Business,London,Retail,Phone,Other,Slow internet,Basic,Mobile,Morning,211,0,80,4.6,No,1,0,34,3.67,-0.233524737,66.66,448.88,Low,No,45.7,53.4,60.2,35.3,57.4,0.4663,-0.2924,0.6849,-0.2013,1.9729,8.348018562,43.14185550397739,23.315272639462673,12.62188678629444
Serious escalation,42.0,27,Bronze,Enterprise,Scotland,Hospitality,In-app,Technical,Wrong item,Premium,Desktop,Afternoon,8,1,38,5.5,Yes,0,1,63,1.3,0.191918274,34.54,214.88,Medium,No,51.5,37.4,69.2,41.7,63.0,1.1679,0.3066,0.5454,-0.8456,-0.1447,6.00241915,26.325453939817837,9.651693088356275,20.60126648940248
No escalation,22.0,18,Bronze,Enterprise,Scotland,Healthcare,Chat,Account,Delayed delivery,Premium,Web,Afternoon,135,1,29,0.0,No,1,1,15,1.64,-2.050567925,56.58,556.54,Low,No,50.0,56.5,86.7,62.9,22.3,-0.3766,0.4968,-0.8294,-0.0276,-0.2648,0.350326136,0.0,4.8002023020588105,4.737325450308185
Serious escalation,45.0,0,Gold,Retail,Scotland,Finance,Phone,Returns,Other,Basic,Mobile,Morning,211,1,3,4.8,Yes,0,1,7,4.36,1.568130717,63.87,863.21,High,No,34.3,37.1,60.3,39.3,62.5,0.5864,-0.677,1.494,0.652,-0.9913,6.246772211,33.64609743416738,14.291656348802727,5.929495840431765
Minor escalation,29.0,19,Bronze,Enterprise,South East,Finance,In-app,Account,Password reset,Basic,Web,Afternoon,14,3,44,0.6,Yes,0,0,38,3.78,-2.316848508,21.65,587.62,Low,No,41.0,39.7,50.8,36.0,37.0,-0.5503,0.6434,-1.2558,-1.9249,-0.0511,2.499001917,8.693067340278258,8.163475319533616,16.81803869538867
No escalation,35.0,0,Silver,Enterprise,North West,Healthcare,Phone,Orders,Locked account,Standard,Mobile,Morning,186,0,107,5.4,No,1,0,33,3.05,,38.03,347.48,Low,No,14.2,33.9,34.3,71.8,57.6,0.3859,0.4676,1.2523,0.0443,1.5663,-0.016579221,0.0,8.235049453326026,
No escalation,30.0,27,Bronze,Retail,London,Retail,Chat,Technical,Damaged item,Basic,Web,Afternoon,179,1,67,1.8,Yes,1,0,14,0.38,,44.98,108.23,High,No,43.3,76.1,39.0,62.0,40.7,2.4938,0.1181,1.0749,0.0148,0.7392,-0.357682883,0.0,3.0133559463967723,
Minor escalation,32.0,38,Silver,Retail,Wales,Finance,Phone,Billing,Payment failed,Standard,Call-Centre,Morning,61,4,88,6.6,No,0,0,10,1.52,0.356869375,56.93,805.33,Low,No,47.1,44.7,65.5,23.2,98.8,-0.6818,-0.4686,-1.235,0.5763,1.2248,3.020927286,21.441951393397204,6.175827879327426,8.827268421453649
No escalation,38.0,43,Silver,Retail,Scotland,Retail,Chat,Account,Outage,Standard,Mobile,Evening,201,1,48,2.5,Yes,0,0,10,4.59,0.314013427,60.99,642.96,Low,No,46.5,29.9,35.4,58.1,35.1,1.223,0.3416,0.6254,-0.2566,-0.1316,0.683762686,0.0,9.268559037571631,2.379354773222543
No escalation,28.0,73,Bronze,Retail,North West,Tech,Phone,Other,Payment failed,Standard,Web,Evening,138,0,27,4.6,Yes,1,0,33,3.36,-1.143834009,48.53,663.49,Low,No,59.4,55.4,29.5,34.5,64.3,2.3451,-0.191,1.0865,0.9263,-0.5304,0.869885648,0.19351112414964522,7.529761509502231,7.579916967690198
No escalation,45.0,0,Bronze,Retail,North West,Tech,In-app,Account,Locked account,Enterprise,Mobile,Morning,168,1,32,3.3,Yes,1,0,15,2.2,0.521413847,27.92,557.75,Low,No,67.9,29.5,36.7,21.4,43.5,0.0387,-0.5797,-1.303,-0.6686,-0.4058,0.801942771,1.9592992954486823,7.5451453934971395,2.122999302900263
No escalation,18.0,0,Bronze,Other,London,Finance,Email,Technical,Refund status,Premium,Mobile,Evening,75,2,82,4.9,No,1,1,30,1.95,-1.141470758,46.87,565.45,Low,No,28.2,34.3,55.3,48.1,70.3,1.2042,0.5681,-0.2672,-0.6635,1.3932,0.907639705,0.0,7.835643719380363,7.644412265348668
Minor escalation,57.0,7,Bronze,Other,North West,Finance,Phone,Technical,Delayed delivery,Standard,Mobile,Afternoon,186,1,84,3.2,Yes,0,1,14,2.82,-1.249436219,54.56,597.31,Medium,No,44.7,81.8,56.2,49.0,65.8,0.1251,-1.1015,-0.4659,-0.6876,1.1013,2.23788043,25.15283838616472,10.122577828073801,8.051650625480862
No escalation,38.0,64,Bronze,Retail,North West,Retail,Phone,Returns,Password reset,Enterprise,Desktop,Night,122,2,47,8.3,No,0,0,23,3.05,-2.612173762,39.8,340.15,Low,No,50.9,63.5,62.2,1.1,43.0,1.016,-1.3408,-0.6865,0.3377,0.8422,-0.454745885,0.0,4.913990802014377,15.040958843825747
Minor escalation,46.0,43,Bronze,Retail,London,Finance,Chat,Billing,Refund status,Standard,Mobile,Evening,152,0,40,3.2,Yes,1,2,16,0.68,-0.253261617,67.88,537.77,Medium,No,27.1,60.9,48.1,46.3,38.0,1.1038,-0.6257,0.2575,0.7305,-2.1883,3.29719726,8.172883955907768,14.542459327521637,12.032112081516726
No escalation,44.0,80,Bronze,Retail,London,Education,In-app,Returns,Wrong item,Standard,Web,Afternoon,204,0,49,1.7,Yes,0,0,19,0.45,0.286585382,22.66,203.14,Low,No,34.2,58.0,44.7,62.9,78.1,0.1722,0.3741,0.3399,0.5185,0.4088,0.3479178,8.544838746647423,9.771471443423597,0.6248300954797306
No escalation,52.0,37,Silver,Retail,London,Finance,In-app,Account,Slow internet,Enterprise,Mobile,Afternoon,109,0,16,5.0,Yes,2,0,4,2.07,2.170230514,69.84,811.02,Low,No,66.1,57.2,27.0,32.9,33.7,0.0482,1.4956,0.3637,-0.1028,0.7164,-0.593018511,10.359847948004093,5.666921317445563,0.0
Serious escalation,44.0,0,Gold,Retail,London,Healthcare,Phone,Other,Payment failed,Standard,Desktop,Afternoon,0,2,73,5.3,Yes,4,0,36,1.78,-0.692386842,52.07,532.76,Medium,No,36.0,40.4,37.9,31.6,65.8,-0.086,0.2412,1.8719,-0.3874,0.511,5.134568443,32.50788096521583,14.126589114267563,19.433096174903223
No escalation,42.0,28,Silver,Retail,Midlands,Hospitality,Phone,Billing,Slow internet,Standard,Web,Morning,229,0,73,5.4,No,1,0,3,4.24,-2.117037793,24.91,544.97,Low,No,44.7,50.8,18.9,18.9,52.6,-0.1398,1.0408,0.9587,0.4009,0.1223,-0.880348082,0.0,7.641576392983979,
No escalation,30.0,28,Silver,Retail,South East,Tech,Email,Technical,Slow internet,Standard,Mobile,Morning,176,2,23,5.8,No,2,0,14,2.3,2.256844712,12.48,650.44,Low,No,46.1,63.6,35.0,54.7,47.0,-0.6179,-0.1049,-2.0574,-0.7478,-0.0299,-0.049337788,5.140884840249708,3.233451330094372,0.0
No escalation,51.0,31,Gold,Enterprise,Scotland,Retail,Chat,Account,Damaged item,Basic,Mobile,Afternoon,225,3,32,5.6,Yes,1,0,21,4.76,0.552306863,33.18,372.92,Low,No,59.3,45.1,53.5,25.7,64.3,-0.1233,0.3069,0.5441,-0.0325,0.7799,0.08115379,0.0,7.122275272139845,7.791841406930285
Minor escalation,73.0,27,Bronze,Other,South East,Healthcare,Email,Billing,Password reset,Basic,Web,Night,120,1,40,3.1,Yes,0,1,37,3.92,-0.989191656,56.16,758.19,Low,No,59.6,71.3,64.1,47.9,45.9,1.2265,0.0731,1.5454,1.6,-1.2171,2.318604943,21.48348642664466,8.325027716197638,13.956691582689638
No escalation,43.0,16,Bronze,Retail,Wales,Retail,Phone,Orders,Outage,Premium,Mobile,Afternoon,203,2,43,4.4,Yes,0,1,13,0.87,-0.558877801,35.07,666.5,High,No,35.2,45.5,51.5,36.4,34.5,-0.6704,0.6981,-0.123,-0.9466,-2.1949,0.080480339,2.128754706626932,7.112525916771209,4.7353536816055835
Serious escalation,48.0,21,Bronze,Retail,North West,Education,Phone,Account,Invoice error,Standard,Mobile,Afternoon,55,0,48,6.7,No,1,0,10,0.53,1.891196996,35.26,556.83,Low,No,34.3,46.1,38.2,26.1,71.0,0.8184,-1.3295,-0.4844,-0.6269,1.0643,5.710824837,38.671999629342835,13.84848407644817,5.536785095713977
No escalation,35.0,68,Gold,Retail,Midlands,Healthcare,Chat,Account,Refund status,Basic,Web,Morning,75,1,53,0.0,Yes,0,1,17,0.77,0.682394576,46.3,411.56,Low,No,27.2,25.8,41.7,63.5,45.5,1.1594,1.0044,-0.1002,-0.769,0.3326,0.175766598,0.0,3.789073613956945,6.610520340411696
Minor escalation,47.0,86,Bronze,Student,South East,Retail,Email,Billing,Password reset,Premium,Web,Afternoon,401,0,52,6.9,No,0,1,12,2.67,,27.35,600.43,Low,No,38.3,34.9,68.1,35.4,55.6,1.8737,-1.2083,-1.4832,-1.2358,-1.1508,2.425288633,14.927839605616121,17.54131771417437,
No escalation,46.0,35,Silver,Retail,oLndon,Retail,Phone,Orders,Password reset,Basic,Mobile,Morning,237,0,39,5.0,Yes,0,0,12,3.88,-0.038714132,55.34,415.13,Low,Yes,52.5,48.3,33.0,75.8,35.1,-0.5182,-0.6188,-0.6675,-0.0345,1.3638,-0.513723003,0.0,6.513139845002129,5.38509523799318
Minor escalation,41.0,27,Bronze,Enterprise,London,Retail,Phone,Returns,Password reset,Standard,Mobile,Afternoon,103,3,25,1.9,Yes,1,1,13,2.79,-1.489086722,28.35,271.19,Low,No,55.5,67.6,60.5,49.7,23.5,0.6592,0.5923,1.2692,-0.3533,-0.0433,2.589176343,11.845773670867622,7.976099518925853,9.821610807777935
No escalation,31.0,47,Silver,Retail,Scotland,Tech,In-app,Orders,Delayed delivery,Basic,Mobile,Morning,0,0,30,0.2,Yes,0,0,14,1.03,1.872685417,63.06,691.59,Low,No,50.4,67.0,48.2,34.6,39.2,1.2903,-0.9353,0.0152,1.4653,1.5131,0.910178472,0.9431112633689109,0.13351078929740023,0.0
No escalation,40.0,92,Bronze,Retail,North West,Healthcare,Phone,Technical,Slow internet,Basic,Mobile,Evening,258,0,24,5.1,Yes,0,2,4,2.38,-0.446354274,64.89,999.32,Low,Yes,39.7,61.5,51.3,51.2,34.1,0.2481,-1.6977,0.2959,0.6698,0.4221,-1.083517061,0.0,8.70459085184911,0.0
Minor escalation,41.0,48,Bronze,Business,North West,Education,Phone,Other,Outage,Premium,Web,Afternoon,163,0,39,0.8,Yes,0,0,3,2.89,2.437814736,39.07,317.04,Low,No,27.0,24.3,58.8,38.3,48.8,-0.8755,-1.0184,-0.1369,-0.559,0.6527,3.115079802,17.734731759863465,10.849027513831919,0.0
Legal escalation,20.0,22,Bronze,Retail,Wales,Retail,Chat,Account,Slow internet,Standard,Web,Evening,150,1,50,0.1,Yes,0,0,1,1.72,1.635022139,47.6,206.03,Medium,Yes,40.4,28.5,43.4,31.3,54.6,-2.1804,0.4275,-0.0133,0.5885,-0.5913,8.966026679,47.404694694596685,16.386480466024416,7.18414658983239
Minor escalation,18.0,83,Gold,Retail,South East,Education,Chat,Billing,Locked account,Standard,Mobile,Morning,316,1,47,5.0,Yes,1,0,15,3.74,-0.431499281,26.16,538.03,Low,No,36.3,56.1,74.7,43.9,57.2,-0.4736,1.5123,-1.3687,-0.2698,0.3667,2.519891953,12.269770712215188,17.21467743967454,5.821289373693964
No escalation,54.0,18,Bronze,Retail,Midlands,Retail,Chat,Billing,Other,Standard,Call-Centre,Evening,79,2,15,2.1,No,4,0,10,1.58,-0.707887805,29.4,493.24,Low,No,57.6,20.2,42.6,51.3,76.7,-0.9604,0.0715,2.6055,-2.4433,-0.4711,-0.395365889,8.424641631798272,9.346470425709878,6.454902653756623
No escalation,45.0,4,Bronze,Retail,Midlands,Tech,Phone,Account,Outage,Basic,Mobile,Evening,164,1,76,8.6,No,0,1,12,1.73,-1.165003547,5.0,723.82,Low,No,35.3,63.0,54.4,61.7,49.8,-0.2011,-2.1159,0.4112,0.2012,-0.111,-0.357868947,2.2488313980851595,7.247722248440335,4.0442564537111725
Minor escalation,49.0,0,Bronze,Retail,Wales,Education,Chat,Technical,Delayed delivery,Basic,Mobile,Morning,219,1,34,4.2,No,0,0,12,1.21,-1.046822871,36.94,354.72,Low,No,41.8,77.2,43.9,21.3,75.4,0.9451,0.0166,-0.9417,-1.1503,1.0549,3.281720869,6.300046045724887,13.311555621385716,9.335019213233597
Minor escalation,18.0,28,Bronze,Student,North West,Tech,Email,Technical,Damaged item,Basic,Web,Afternoon,48,1,52,3.4,Yes,0,0,22,3.92,0.351345852,23.29,336.77,Low,No,24.2,64.7,66.2,10.4,43.7,0.4498,0.1582,0.2349,1.0771,-0.6552,3.784702901,12.361576774385153,1.7610140837004895,5.577188455311505
Minor escalation,28.0,58,Gold,Retail,Midlands,Tech,Phone,Other,Password reset,Premium,Mobile,Night,170,0,48,3.2,No,0,1,9,1.6,-1.168601065,45.9,291.21,High,No,59.3,49.9,54.4,32.8,55.8,0.115,-1.3962,-0.7221,0.1359,-0.8212,3.371220791,10.948244458881796,13.830952595995678,5.325460925108751
No escalation,51.0,43,Bronze,Enterprise,Midlands,Retail,Phone,Billing,Damaged item,Basic,Mobile,Morning,225,0,16,8.7,Yes,0,0,37,2.52,0.202856938,57.78,398.08,High,No,74.1,59.8,55.1,43.3,47.8,0.7688,-0.4433,0.6755,-0.8401,0.5444,-0.624416585,8.030742200423791,9.514042689309214,3.780067553723377
Minor escalation,25.0,40,Bronze,Student,South East,Finance,In-app,Technical,Payment failed,Basic,Web,Afternoon,187,1,33,0.5,Yes,0,0,28,0.0,0.684242163,63.26,862.43,Medium,No,50.5,44.7,75.5,64.9,53.6,0.0612,-0.4331,0.3651,0.403,0.7645,3.352058818,18.778960953100544,7.205019334513173,8.845916829338966
Minor escalation,31.0,57,Bronze,Retail,Midlands,Education,Chat,Billing,Wrong item,Premium,Web,Night,170,0,86,2.6,Yes,2,0,26,4.28,0.728453806,19.47,845.95,High,No,38.9,26.6,40.8,46.0,24.4,0.5042,-0.2269,-1.0862,0.3756,-2.0729,2.890393816,9.144014349015896,14.651881414489326,7.438714530594156
Minor escalation,46.0,0,Gold,Business,London,Tech,Email,Orders,Locked account,Premium,Mobile,Afternoon,78,0,34,5.0,Yes,0,1,5,3.19,0.286530404,77.71,467.58,Low,No,45.8,75.5,29.8,63.3,62.4,1.0505,-0.794,1.8768,-0.9106,0.9813,3.057948535,14.443175050651718,7.8395621063368,0.5987078649477264
Minor escalation,31.0,41,Bronze,Enterprise,Midlands,Retail,In-app,Billing,Damaged item,Standard,Mobile,Evening,95,1,85,7.7,Yes,0,0,4,1.5,-0.899522908,57.56,378.29,High,Yes,46.6,51.3,8.1,45.0,37.4,-0.9513,0.4757,-0.8465,-0.4469,2.431,2.803579571,12.291593586435066,8.463771728490972,6.100570126969453
No escalation,64.0,15,Bronze,Business,London,Education,Chat,Other,Payment failed,Basic,Web,Evening,344,2,11,5.7,No,0,0,33,0.87,-1.67824599,30.85,617.87,Medium,Yes,76.7,45.4,85.3,61.8,36.5,-0.0375,1.0586,-1.1299,-0.6335,-0.1042,-0.420364558,1.6628932033786417,6.552334953505618,11.442192863345085
Minor escalation,39.0,81,Bronze,Other,South East,Tech,Email,Billing,Payment failed,Basic,Mobile,Night,179,2,50,0.0,Yes,1,0,8,1.2,0.083937837,28.47,522.26,Low,Yes,56.6,27.4,40.7,38.4,18.8,1.7039,-0.4315,1.4817,0.3884,-1.1182,3.610329682,8.402337412189535,14.219952356252762,7.429425812877091
Minor escalation,36.0,18,Silver,Retail,South East,Retail,Phone,Orders,Payment failed,Basic,Desktop,Morning,206,1,91,0.0,No,0,0,11,3.47,-0.755240286,32.95,385.86,Medium,No,46.7,55.6,68.2,57.5,76.2,0.9371,0.1774,-1.5644,-2.4277,0.1535,3.450860193,9.702383802669395,11.444883906355283,6.73460906027822
No escalation,42.0,66,Gold,Other,Scotland,Retail,In-app,Billing,Payment failed,Standard,Mobile,Evening,185,0,38,0.5,Yes,0,1,73,4.08,-1.546844269,42.83,760.3,Low,Yes,32.3,54.6,46.9,44.6,24.3,-1.212,-0.4402,-0.8271,1.4502,0.928,0.060065703,3.0144546717756704,5.064568221123322,14.509295501241857
No escalation,48.0,13,Bronze,Retail,South East,Healthcare,Chat,Billing,Outage,Basic,Desktop,Morning,139,2,11,4.0,Yes,0,0,20,3.17,0.735849537,48.88,711.17,Low,Yes,81.2,85.1,38.6,47.0,63.9,-1.9024,-0.487,-0.6266,-0.0854,-1.2908,0.249624332,0.0,3.814520854811249,3.6933849575227917
Minor escalation,54.0,33,Bronze,Retail,Midlands,Education,In-app,Returns,Outage,Premium,Mobile,Evening,48,1,21,5.1,Yes,0,0,3,2.62,0.946150883,80.95,88.59,Low,Yes,41.1,63.0,20.1,43.8,35.1,-0.138,-1.6051,1.7409,1.5762,-0.6047,3.92321102,14.920527582421599,5.750913085474548,3.473699613807861
